"Tabela 5457 - Área plantada ou destinada à colheita, área colhida, quantidade produzida, rendimento médio e valor da produção das lavouras temporárias e permanentes"
"Município";"Produto das lavouras temporárias e permanentes";"Ano";"Variável";""
"Acopiara (CE)";"Rami (fibra)";"2018";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Rami (fibra)";"2019";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Rami (fibra)";"2020";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Sisal ou agave (fibra)";"2016";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Sisal ou agave (fibra)";"2017";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Sisal ou agave (fibra)";"2018";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Sisal ou agave (fibra)";"2019";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Sisal ou agave (fibra)";"2020";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Soja (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Soja (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Soja (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Soja (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Soja (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Sorgo (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Sorgo (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Sorgo (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Sorgo (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Sorgo (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Tangerina";"2016";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Tangerina";"2017";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Tangerina";"2018";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Tangerina";"2019";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Tangerina";"2020";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Tomate";"2016";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Tomate";"2017";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Tomate";"2018";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Tomate";"2019";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Tomate";"2020";"Valor da produção (Mil Reais)";"168"
"Acopiara (CE)";"Trigo (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Trigo (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Trigo (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Trigo (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Trigo (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Triticale (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Triticale (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Triticale (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Triticale (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Triticale (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Tungue (fruto seco)";"2016";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Tungue (fruto seco)";"2017";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Tungue (fruto seco)";"2018";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Tungue (fruto seco)";"2019";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Tungue (fruto seco)";"2020";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Urucum (semente)";"2016";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Urucum (semente)";"2017";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Urucum (semente)";"2018";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Urucum (semente)";"2019";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Urucum (semente)";"2020";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Uva";"2016";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Uva";"2017";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Uva";"2018";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Uva";"2019";"Valor da produção (Mil Reais)";"-"
"Acopiara (CE)";"Uva";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Abacate";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Abacate";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Abacate";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Abacate";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Abacate";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Abacaxi*";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Abacaxi*";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Abacaxi*";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Abacaxi*";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Abacaxi*";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Açaí";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Açaí";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Açaí";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Açaí";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Açaí";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Alfafa fenada";"2016";"Valor da produção (Mil Reais)";"..."
"Aiuaba (CE)";"Alfafa fenada";"2017";"Valor da produção (Mil Reais)";"..."
"Aiuaba (CE)";"Alfafa fenada";"2018";"Valor da produção (Mil Reais)";"..."
"Aiuaba (CE)";"Alfafa fenada";"2019";"Valor da produção (Mil Reais)";"..."
"Aiuaba (CE)";"Alfafa fenada";"2020";"Valor da produção (Mil Reais)";"..."
"Aiuaba (CE)";"Algodão arbóreo (em caroço)";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Algodão arbóreo (em caroço)";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Algodão arbóreo (em caroço)";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Algodão arbóreo (em caroço)";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Algodão arbóreo (em caroço)";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Algodão herbáceo (em caroço)";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Algodão herbáceo (em caroço)";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Algodão herbáceo (em caroço)";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Algodão herbáceo (em caroço)";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Algodão herbáceo (em caroço)";"2020";"Valor da produção (Mil Reais)";"19"
"Aiuaba (CE)";"Alho";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Alho";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Alho";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Alho";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Alho";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Amendoim (em casca)";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Amendoim (em casca)";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Amendoim (em casca)";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Amendoim (em casca)";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Amendoim (em casca)";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Arroz (em casca)";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Arroz (em casca)";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Arroz (em casca)";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Arroz (em casca)";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Arroz (em casca)";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Aveia (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Aveia (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Aveia (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Aveia (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Aveia (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Azeitona";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Azeitona";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Azeitona";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Azeitona";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Azeitona";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Banana (cacho)";"2016";"Valor da produção (Mil Reais)";"50"
"Aiuaba (CE)";"Banana (cacho)";"2017";"Valor da produção (Mil Reais)";"68"
"Aiuaba (CE)";"Banana (cacho)";"2018";"Valor da produção (Mil Reais)";"302"
"Aiuaba (CE)";"Banana (cacho)";"2019";"Valor da produção (Mil Reais)";"367"
"Aiuaba (CE)";"Banana (cacho)";"2020";"Valor da produção (Mil Reais)";"214"
"Aiuaba (CE)";"Batata-doce";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Batata-doce";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Batata-doce";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Batata-doce";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Batata-doce";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Batata-inglesa";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Batata-inglesa";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Batata-inglesa";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Batata-inglesa";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Batata-inglesa";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Borracha (látex coagulado)";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Borracha (látex coagulado)";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Borracha (látex coagulado)";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Borracha (látex coagulado)";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Borracha (látex coagulado)";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Borracha (látex líquido)";"2016";"Valor da produção (Mil Reais)";"..."
"Aiuaba (CE)";"Borracha (látex líquido)";"2017";"Valor da produção (Mil Reais)";"..."
"Aiuaba (CE)";"Borracha (látex líquido)";"2018";"Valor da produção (Mil Reais)";"..."
"Aiuaba (CE)";"Borracha (látex líquido)";"2019";"Valor da produção (Mil Reais)";"..."
"Aiuaba (CE)";"Borracha (látex líquido)";"2020";"Valor da produção (Mil Reais)";"..."
"Aiuaba (CE)";"Cacau (em amêndoa)";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Cacau (em amêndoa)";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Cacau (em amêndoa)";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Cacau (em amêndoa)";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Cacau (em amêndoa)";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Café (em grão) Total";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Café (em grão) Total";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Café (em grão) Total";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Café (em grão) Total";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Café (em grão) Total";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Café (em grão) Arábica";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Café (em grão) Arábica";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Café (em grão) Arábica";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Café (em grão) Arábica";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Café (em grão) Arábica";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Café (em grão) Canephora";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Café (em grão) Canephora";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Café (em grão) Canephora";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Café (em grão) Canephora";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Café (em grão) Canephora";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Caju";"2016";"Valor da produção (Mil Reais)";"..."
"Aiuaba (CE)";"Caju";"2017";"Valor da produção (Mil Reais)";"..."
"Aiuaba (CE)";"Caju";"2018";"Valor da produção (Mil Reais)";"..."
"Aiuaba (CE)";"Caju";"2019";"Valor da produção (Mil Reais)";"..."
"Aiuaba (CE)";"Caju";"2020";"Valor da produção (Mil Reais)";"..."
"Aiuaba (CE)";"Cana-de-açúcar";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Cana-de-açúcar";"2017";"Valor da produção (Mil Reais)";"9"
"Aiuaba (CE)";"Cana-de-açúcar";"2018";"Valor da produção (Mil Reais)";"7"
"Aiuaba (CE)";"Cana-de-açúcar";"2019";"Valor da produção (Mil Reais)";"5"
"Aiuaba (CE)";"Cana-de-açúcar";"2020";"Valor da produção (Mil Reais)";"6"
"Aiuaba (CE)";"Cana para forragem";"2016";"Valor da produção (Mil Reais)";"..."
"Aiuaba (CE)";"Cana para forragem";"2017";"Valor da produção (Mil Reais)";"..."
"Aiuaba (CE)";"Cana para forragem";"2018";"Valor da produção (Mil Reais)";"..."
"Aiuaba (CE)";"Cana para forragem";"2019";"Valor da produção (Mil Reais)";"..."
"Aiuaba (CE)";"Cana para forragem";"2020";"Valor da produção (Mil Reais)";"..."
"Aiuaba (CE)";"Caqui";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Caqui";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Caqui";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Caqui";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Caqui";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Castanha de caju";"2016";"Valor da produção (Mil Reais)";"12"
"Aiuaba (CE)";"Castanha de caju";"2017";"Valor da produção (Mil Reais)";"6"
"Aiuaba (CE)";"Castanha de caju";"2018";"Valor da produção (Mil Reais)";"17"
"Aiuaba (CE)";"Castanha de caju";"2019";"Valor da produção (Mil Reais)";"7"
"Aiuaba (CE)";"Castanha de caju";"2020";"Valor da produção (Mil Reais)";"14"
"Aiuaba (CE)";"Cebola";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Cebola";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Cebola";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Cebola";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Cebola";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Centeio (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Centeio (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Centeio (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Centeio (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Centeio (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Cevada (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Cevada (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Cevada (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Cevada (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Cevada (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Chá-da-índia (folha verde)";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Chá-da-índia (folha verde)";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Chá-da-índia (folha verde)";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Chá-da-índia (folha verde)";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Chá-da-índia (folha verde)";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Coco-da-baía*";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Coco-da-baía*";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Coco-da-baía*";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Coco-da-baía*";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Coco-da-baía*";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Dendê (cacho de coco)";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Dendê (cacho de coco)";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Dendê (cacho de coco)";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Dendê (cacho de coco)";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Dendê (cacho de coco)";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Erva-mate (folha verde)";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Erva-mate (folha verde)";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Erva-mate (folha verde)";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Erva-mate (folha verde)";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Erva-mate (folha verde)";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Ervilha (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Ervilha (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Ervilha (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Ervilha (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Ervilha (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Fava (em grão)";"2016";"Valor da produção (Mil Reais)";"169"
"Aiuaba (CE)";"Fava (em grão)";"2017";"Valor da produção (Mil Reais)";"68"
"Aiuaba (CE)";"Fava (em grão)";"2018";"Valor da produção (Mil Reais)";"597"
"Aiuaba (CE)";"Fava (em grão)";"2019";"Valor da produção (Mil Reais)";"792"
"Aiuaba (CE)";"Fava (em grão)";"2020";"Valor da produção (Mil Reais)";"965"
"Aiuaba (CE)";"Feijão (em grão)";"2016";"Valor da produção (Mil Reais)";"1308"
"Aiuaba (CE)";"Feijão (em grão)";"2017";"Valor da produção (Mil Reais)";"3784"
"Aiuaba (CE)";"Feijão (em grão)";"2018";"Valor da produção (Mil Reais)";"1280"
"Aiuaba (CE)";"Feijão (em grão)";"2019";"Valor da produção (Mil Reais)";"1573"
"Aiuaba (CE)";"Feijão (em grão)";"2020";"Valor da produção (Mil Reais)";"3600"
"Aiuaba (CE)";"Figo";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Figo";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Figo";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Figo";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Figo";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Fumo (em folha)";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Fumo (em folha)";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Fumo (em folha)";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Fumo (em folha)";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Fumo (em folha)";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Girassol (em grão)";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Girassol (em grão)";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Girassol (em grão)";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Girassol (em grão)";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Girassol (em grão)";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Goiaba";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Goiaba";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Goiaba";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Goiaba";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Goiaba";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Guaraná (semente)";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Guaraná (semente)";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Guaraná (semente)";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Guaraná (semente)";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Guaraná (semente)";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Juta (fibra)";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Juta (fibra)";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Juta (fibra)";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Juta (fibra)";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Juta (fibra)";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Laranja";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Laranja";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Laranja";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Laranja";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Laranja";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Limão";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Limão";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Limão";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Limão";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Limão";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Linho (semente)";"2016";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Linho (semente)";"2017";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Linho (semente)";"2018";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Linho (semente)";"2019";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Linho (semente)";"2020";"Valor da produção (Mil Reais)";"-"
"Aiuaba (CE)";"Maçã";"2016";"Valor da produção (Mil Reais)";"-"
