Source,Target,Weight,Season
Mossador,Daenerys,4,5
Mossador,Hizdahr,2,5
Myranda,Ramsay,4,5
Myranda,Sansa,13,5
Myrcella,Jaime,14,5
Myrcella,Obara,1,5
Myrcella,Trystane,6,5
Night’s watch brother,Jon,1,5
Nymeria,Elaria,1,5
Nymeria,Tyene,3,5
Obara,Bronn,1,5
Obara,Elaria,3,5
Obara,Myrcella,1,5
Obara,Tyene,1,5
Olenna,Baelish,7,5
Olenna,Cersei,8,5
Olenna,High sparrow,1,5
Olenna,Loras,1,5
Olenna,Margaery,3,5
Olenna,Sparrow,9,5
Olly,Davos,1,5
Olly,Jon,4,5
Olly,Sam,10,5
Olyvar,Cersei,1,5
Olyvar,High septon,3,5
Olyvar,Loras,3,5
Olyvar,Margaery,1,5
Olyvar,Sparrow,5,5
Podrick,Brienne,28,5
Priest,Cersei,1,5
Priestess,Crowd,2,5
Priestess,Tyrion,2,5
Prostitute,Brothel keeper,1,5
Prostitute,White rat,1,5
Pycelle,Cersei,2,5
Pycelle,Mace,1,5
Pycelle,Qyburn,1,5
Quick,Announcer,1,5
Qyburn,Cersei,11,5
Qyburn,High septon,3,5
Ramsay,Baelish,2,5
Ramsay,Myranda,4,5
Ramsay,Roose,17,5
Ramsay,Sansa,9,5
Ramsay,Survivor,1,5
Ramsay,Theon,8,5
Rider,Bronn,5,5
Rider,Jaime,1,5
Roose,Baelish,8,5
Roose,Ramsay,17,5
Roose,Sansa,2,5
Roose,Theon,1,5
Royce,Baelish,4,5
Royce,Sansa,1,5
Sam,Aemon,2,5
Sam,Derryk,2,5
Sam,Gilly,26,5
Sam,Janos,1,5
Sam,Jon,17,5
Sam,Olly,9,5
Sam,Stannis,8,5
Sammy,Gilly,1,5
Sand snakes,Ellaria,1,5
Sansa,Baelish,33,5
Sansa,Brienne,3,5
Sansa,Cut to another table in the inn,1,5
Sansa,Myranda,12,5
Sansa,Ramsay,10,5
Sansa,Roose,1,5
Sansa,Theon,16,5
Sansa,Waitress,1,5
Sansa,Walda,2,5
Selyse,Davos,1,5
Selyse,Melisandre,2,5
Selyse,Shireen,5,5
Selyse,Stannis,3,5
Septa,Cersei,2,5
Shadow tower brother,Aemon,1,5
Shireen,Davos,11,5
Shireen,Gilly,4,5
Shireen,Melisandre,2,5
Shireen,Selyse,3,5
Shireen,Stannis,12,5
Slaver,Malko,1,5
Slaver,Tyrion,1,5
Sparrow,Cersei,24,5
Sparrow,Loras,8,5
Sparrow,Margaery,6,5
Sparrow,Olenna,12,5
Sparrow,Olyvar,3,5
Squire,Royce,1,5
Stannis,Brienne,1,5
Stannis,Davos,21,5
Stannis,Jon,28,5
Stannis,Melisandre,11,5
Stannis,Sam,7,5
Stannis,Selyse,3,5
Stannis,Shireen,11,5
Strong,Quick,1,5
Theon,Myranda,1,5
Theon,Ramsay,8,5
Theon,Roose,1,5
Theon,Sansa,19,5
Tormund,Jon,18,5
Tormund,Karsi,1,5
Tormund,Lord of bones,4,5
Trystane,Jaime,3,5
Trystane,Myrcella,4,5
Tyene,Bronn,10,5
Tyene,Elaria,1,5
Tyene,Nymeria,3,5
Tyrion,Black haired prostitute,8,5
Tyrion,Buyer,2,5
Tyrion,Daario,6,5
Tyrion,Daenerys,34,5
Tyrion,Danerys,1,5
Tyrion,Hizdahr,5,5
Tyrion,Jorah,42,5
Tyrion,Malko,2,5
Tyrion,Missandei,1,5
Tyrion,Priestess,3,5
Tyrion,Slaver,1,5
Tyrion,Varys,39,5
Varys,Priestess,1,5
Varys,Tyrion,41,5
Waif,Arya,14,5
Waif,Jaqen,5,5
Waitress,Sansa,1,5
Walda,Ramsay,1,5
Walda,Roose,2,5
Wildling elder,Tormund,1,5
Yohn royce,Master of arms,1,5
