Source,Target,Weight,Season
Marwyn,Maester 2,1,7
Marwyn,Sam,8,7
Marwyn,Samwell,19,7
Meera,Bran,5,7
Meera,Edd,1,7
Melisandre,Daenerys,3,7
Melisandre,Varys,9,7
Melisdandre,Daenerys,1,7
Messenger,Cersei,1,7
Missandei,Daenerys,3,7
Missandei,Davos,4,7
Missandei,Grey worm,6,7
Missandei,Greyworm,1,7
Missandei,Jon,5,7
Missandei,Tyrion,1,7
Missandei,Varys,1,7
Ned & alys,Jon,1,7
Nymeria,Obara,1,7
Obara,Nymeria,1,7
Obara,Tyene,2,7
Oleanna,Daenerys,1,7
Olenna,Daenerys,1,7
Olenna,Jaime,9,7
Olenna,Tyrion,1,7
Petyr,Sansa,2,7
Podrick,Brienne,1,7
Podrick,Tyrion,4,7
Qyburn,Cersei,7,7
Randyll,Daenerys,1,7
Randyll,Jaime,9,7
Randyll,Tyrion,2,7
Robett,Jon,1,7
Robett,Lyanna,1,7
Sam,Bran,9,7
Sam,Gilly,4,7
Sam,Jorah,2,7
Sam,Marwyn,6,7
Samwell,Gilly,2,7
Samwell,Jorah,7,7
Samwell,Maester 1,1,7
Samwell,Marwyn,17,7
Sandor,Beric,13,7
Sandor,Brienne,5,7
Sandor,Gendry,4,7
Sandor,Thoros,10,7
Sandor,Tormund,10,7
Sandor,Tyrion,1,7
Sansa,Arya,48,7
Sansa,Baelish,3,7
Sansa,Bran,11,7
Sansa,Brienne,7,7
Sansa,Davos,1,7
Sansa,Jon,25,7
Sansa,Littlefinger,27,7
Sansa,Petyr,3,7
Sansa,Wolkan,3,7
Sansa,Yohn,4,7
Theon,Captain,2,7
Theon,Davos,2,7
Theon,Harrag,5,7
Theon,Jon,8,7
Theon,Tyrion,1,7
Theon,Yara,1,7
Thoros,Beric,2,7
Thoros,Gendry,1,7
Thoros,Jorah,5,7
Thoros,Sandor,11,7
Tormud,Sandor,1,7
Tormund,Beric,1,7
Tormund,Davos,1,7
Tormund,Gendry,1,7
Tormund,Jon,7,7
Tormund,Jon snow,3,7
Tormund,Jorah,1,7
Tormund,Sandor,10,7
Tormund,Thoros,1,7
Tycho,Cersei,15,7
Tyene,Nymeria,1,7
Tyene,Obara,1,7
Tyrion,Bronn,4,7
Tyrion,Cersei,20,7
Tyrion,Daenerys,48,7
Tyrion,Davos,6,7
Tyrion,Dickon,1,7
Tyrion,Ellaria,1,7
Tyrion,Ellia,1,7
Tyrion,Jaime,4,7
Tyrion,Jon,24,7
Tyrion,Jorah,1,7
Tyrion,Melisandre,2,7
Tyrion,Missandei,2,7
Tyrion,Podrick,3,7
Tyrion,Randyll,1,7
Tyrion,Sandor,2,7
Tyrion,Theon,1,7
Tyrion,Varys,4,7
Tyrion,Yara,1,7
Varys,Daenerys,14,7
Varys,Jon,1,7
Varys,Melisandre,5,7
Varys,Missandei,1,7
Varys,Tyrion,11,7
Wolkan,Baelish,1,7
Wolkan,Jon,1,7
Wolkan,Sandor,1,7
Wolkan,Sansa,3,7
Yara,Daenerys,1,7
Yara,Ellaria,5,7
Yara,Theon,1,7
Yohn,Sansa,4,7
Yohn royce,Littlefinger,1,7
