,NC,NN,MC,MN,V,D1C,D1N,D2C,D2N,D3C,D3N,D4C,D4N
0,Nível Territorial (Código),Nível Territorial,Unidade de Medida (Código),Unidade de Medida,Valor,Município (Código),Município,Variável (Código),Variável,Ano (Código),Ano,Produto das lavouras temporárias e permanentes (Código),Produto das lavouras temporárias e permanentes
1,6,Município,40,Mil Reais,2466,2300101,Abaiara (CE),215,Valor da produção,2019,2019,0,Total
2,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40129,Abacate
3,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40092,Abacaxi*
4,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,45982,Açaí
5,6,Município,40,Mil Reais,...,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40329,Alfafa fenada
6,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40130,Algodão arbóreo (em caroço)
7,6,Município,40,Mil Reais,36,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40099,Algodão herbáceo (em caroço)
8,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40100,Alho
9,6,Município,40,Mil Reais,24,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40101,Amendoim (em casca)
10,6,Município,40,Mil Reais,2,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40102,Arroz (em casca)
11,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40103,Aveia (em grão)
12,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40131,Azeitona
13,6,Município,40,Mil Reais,399,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40136,Banana (cacho)
14,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40104,Batata-doce
15,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40105,Batata-inglesa
16,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40137,Borracha (látex coagulado)
17,6,Município,40,Mil Reais,...,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40468,Borracha (látex líquido)
18,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40138,Cacau (em amêndoa)
19,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40139,Café (em grão) Total
20,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40140,Café (em grão) Arábica
21,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40141,Café (em grão) Canephora
22,6,Município,40,Mil Reais,...,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40330,Caju
23,6,Município,40,Mil Reais,6,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40106,Cana-de-açúcar
24,6,Município,40,Mil Reais,...,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40331,Cana para forragem
25,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40142,Caqui
26,6,Município,40,Mil Reais,6,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40143,Castanha de caju
27,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40107,Cebola
28,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40108,Centeio (em grão)
29,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40109,Cevada (em grão)
30,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40144,Chá-da-índia (folha verde)
31,6,Município,40,Mil Reais,55,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40145,Coco-da-baía*
32,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40146,Dendê (cacho de coco)
33,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40147,Erva-mate (folha verde)
34,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40110,Ervilha (em grão)
35,6,Município,40,Mil Reais,63,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40111,Fava (em grão)
36,6,Município,40,Mil Reais,476,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40112,Feijão (em grão)
37,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40148,Figo
38,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40113,Fumo (em folha)
39,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40114,Girassol (em grão)
40,6,Município,40,Mil Reais,34,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40149,Goiaba
41,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40150,Guaraná (semente)
42,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40115,Juta (fibra)
43,6,Município,40,Mil Reais,60,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40151,Laranja
44,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40152,Limão
45,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40116,Linho (semente)
46,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40260,Maçã
47,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40117,Malva (fibra)
48,6,Município,40,Mil Reais,105,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40261,Mamão
49,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40118,Mamona (baga)
50,6,Município,40,Mil Reais,123,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40119,Mandioca
51,6,Município,40,Mil Reais,50,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40262,Manga
52,6,Município,40,Mil Reais,187,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40263,Maracujá
53,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40264,Marmelo
54,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40120,Melancia
55,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40121,Melão
56,6,Município,40,Mil Reais,611,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40122,Milho (em grão)
57,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40265,Noz (fruto seco)
58,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40266,Palmito
59,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40267,Pera
60,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40268,Pêssego
61,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40269,Pimenta-do-reino
62,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40123,Rami (fibra)
63,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40270,Sisal ou agave (fibra)
64,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40124,Soja (em grão)
65,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40125,Sorgo (em grão)
66,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40271,Tangerina
67,6,Município,40,Mil Reais,229,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40126,Tomate
68,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40127,Trigo (em grão)
69,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40128,Triticale (em grão)
70,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40272,Tungue (fruto seco)
71,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40273,Urucum (semente)
72,6,Município,40,Mil Reais,-,2300101,Abaiara (CE),215,Valor da produção,2019,2019,40274,Uva
73,6,Município,40,Mil Reais,1452,2300150,Acarape (CE),215,Valor da produção,2019,2019,0,Total
74,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40129,Abacate
75,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40092,Abacaxi*
76,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,45982,Açaí
77,6,Município,40,Mil Reais,...,2300150,Acarape (CE),215,Valor da produção,2019,2019,40329,Alfafa fenada
78,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40130,Algodão arbóreo (em caroço)
79,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40099,Algodão herbáceo (em caroço)
80,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40100,Alho
81,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40101,Amendoim (em casca)
82,6,Município,40,Mil Reais,17,2300150,Acarape (CE),215,Valor da produção,2019,2019,40102,Arroz (em casca)
83,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40103,Aveia (em grão)
84,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40131,Azeitona
85,6,Município,40,Mil Reais,79,2300150,Acarape (CE),215,Valor da produção,2019,2019,40136,Banana (cacho)
86,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40104,Batata-doce
87,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40105,Batata-inglesa
88,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40137,Borracha (látex coagulado)
89,6,Município,40,Mil Reais,...,2300150,Acarape (CE),215,Valor da produção,2019,2019,40468,Borracha (látex líquido)
90,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40138,Cacau (em amêndoa)
91,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40139,Café (em grão) Total
92,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40140,Café (em grão) Arábica
93,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40141,Café (em grão) Canephora
94,6,Município,40,Mil Reais,...,2300150,Acarape (CE),215,Valor da produção,2019,2019,40330,Caju
95,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40106,Cana-de-açúcar
96,6,Município,40,Mil Reais,...,2300150,Acarape (CE),215,Valor da produção,2019,2019,40331,Cana para forragem
97,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40142,Caqui
98,6,Município,40,Mil Reais,412,2300150,Acarape (CE),215,Valor da produção,2019,2019,40143,Castanha de caju
99,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40107,Cebola
100,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40108,Centeio (em grão)
101,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40109,Cevada (em grão)
102,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40144,Chá-da-índia (folha verde)
103,6,Município,40,Mil Reais,22,2300150,Acarape (CE),215,Valor da produção,2019,2019,40145,Coco-da-baía*
104,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40146,Dendê (cacho de coco)
105,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40147,Erva-mate (folha verde)
106,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40110,Ervilha (em grão)
107,6,Município,40,Mil Reais,123,2300150,Acarape (CE),215,Valor da produção,2019,2019,40111,Fava (em grão)
108,6,Município,40,Mil Reais,409,2300150,Acarape (CE),215,Valor da produção,2019,2019,40112,Feijão (em grão)
109,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40148,Figo
110,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40113,Fumo (em folha)
111,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40114,Girassol (em grão)
112,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40149,Goiaba
113,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40150,Guaraná (semente)
114,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40115,Juta (fibra)
115,6,Município,40,Mil Reais,7,2300150,Acarape (CE),215,Valor da produção,2019,2019,40151,Laranja
116,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40152,Limão
117,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40116,Linho (semente)
118,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40260,Maçã
119,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40117,Malva (fibra)
120,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40261,Mamão
121,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40118,Mamona (baga)
122,6,Município,40,Mil Reais,33,2300150,Acarape (CE),215,Valor da produção,2019,2019,40119,Mandioca
123,6,Município,40,Mil Reais,37,2300150,Acarape (CE),215,Valor da produção,2019,2019,40262,Manga
124,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40263,Maracujá
125,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40264,Marmelo
126,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40120,Melancia
127,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40121,Melão
128,6,Município,40,Mil Reais,313,2300150,Acarape (CE),215,Valor da produção,2019,2019,40122,Milho (em grão)
129,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40265,Noz (fruto seco)
130,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40266,Palmito
131,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40267,Pera
132,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40268,Pêssego
133,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40269,Pimenta-do-reino
134,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40123,Rami (fibra)
135,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40270,Sisal ou agave (fibra)
136,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40124,Soja (em grão)
137,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40125,Sorgo (em grão)
138,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40271,Tangerina
139,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40126,Tomate
140,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40127,Trigo (em grão)
141,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40128,Triticale (em grão)
142,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40272,Tungue (fruto seco)
143,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40273,Urucum (semente)
144,6,Município,40,Mil Reais,-,2300150,Acarape (CE),215,Valor da produção,2019,2019,40274,Uva
145,6,Município,40,Mil Reais,29647,2300200,Acaraú (CE),215,Valor da produção,2019,2019,0,Total
146,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40129,Abacate
147,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40092,Abacaxi*
148,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,45982,Açaí
149,6,Município,40,Mil Reais,...,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40329,Alfafa fenada
150,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40130,Algodão arbóreo (em caroço)
151,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40099,Algodão herbáceo (em caroço)
152,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40100,Alho
153,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40101,Amendoim (em casca)
154,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40102,Arroz (em casca)
155,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40103,Aveia (em grão)
156,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40131,Azeitona
157,6,Município,40,Mil Reais,2551,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40136,Banana (cacho)
158,6,Município,40,Mil Reais,627,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40104,Batata-doce
159,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40105,Batata-inglesa
160,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40137,Borracha (látex coagulado)
161,6,Município,40,Mil Reais,...,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40468,Borracha (látex líquido)
162,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40138,Cacau (em amêndoa)
163,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40139,Café (em grão) Total
164,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40140,Café (em grão) Arábica
165,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40141,Café (em grão) Canephora
166,6,Município,40,Mil Reais,...,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40330,Caju
167,6,Município,40,Mil Reais,102,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40106,Cana-de-açúcar
168,6,Município,40,Mil Reais,...,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40331,Cana para forragem
169,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40142,Caqui
170,6,Município,40,Mil Reais,1365,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40143,Castanha de caju
171,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40107,Cebola
172,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40108,Centeio (em grão)
173,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40109,Cevada (em grão)
174,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40144,Chá-da-índia (folha verde)
175,6,Município,40,Mil Reais,13219,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40145,Coco-da-baía*
176,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40146,Dendê (cacho de coco)
177,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40147,Erva-mate (folha verde)
178,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40110,Ervilha (em grão)
179,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40111,Fava (em grão)
180,6,Município,40,Mil Reais,363,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40112,Feijão (em grão)
181,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40148,Figo
182,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40113,Fumo (em folha)
183,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40114,Girassol (em grão)
184,6,Município,40,Mil Reais,4030,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40149,Goiaba
185,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40150,Guaraná (semente)
186,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40115,Juta (fibra)
187,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40151,Laranja
188,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40152,Limão
189,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40116,Linho (semente)
190,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40260,Maçã
191,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40117,Malva (fibra)
192,6,Município,40,Mil Reais,427,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40261,Mamão
193,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40118,Mamona (baga)
194,6,Município,40,Mil Reais,5334,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40119,Mandioca
195,6,Município,40,Mil Reais,411,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40262,Manga
196,6,Município,40,Mil Reais,277,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40263,Maracujá
197,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40264,Marmelo
198,6,Município,40,Mil Reais,752,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40120,Melancia
199,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40121,Melão
200,6,Município,40,Mil Reais,189,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40122,Milho (em grão)
201,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40265,Noz (fruto seco)
202,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40266,Palmito
203,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40267,Pera
204,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40268,Pêssego
205,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40269,Pimenta-do-reino
206,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40123,Rami (fibra)
207,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40270,Sisal ou agave (fibra)
208,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40124,Soja (em grão)
209,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40125,Sorgo (em grão)
210,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40271,Tangerina
211,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40126,Tomate
212,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40127,Trigo (em grão)
213,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40128,Triticale (em grão)
214,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40272,Tungue (fruto seco)
215,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40273,Urucum (semente)
216,6,Município,40,Mil Reais,-,2300200,Acaraú (CE),215,Valor da produção,2019,2019,40274,Uva
217,6,Município,40,Mil Reais,7983,2300309,Acopiara (CE),215,Valor da produção,2019,2019,0,Total
218,6,Município,40,Mil Reais,-,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40129,Abacate
219,6,Município,40,Mil Reais,-,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40092,Abacaxi*
220,6,Município,40,Mil Reais,-,2300309,Acopiara (CE),215,Valor da produção,2019,2019,45982,Açaí
221,6,Município,40,Mil Reais,...,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40329,Alfafa fenada
222,6,Município,40,Mil Reais,-,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40130,Algodão arbóreo (em caroço)
223,6,Município,40,Mil Reais,389,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40099,Algodão herbáceo (em caroço)
224,6,Município,40,Mil Reais,-,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40100,Alho
225,6,Município,40,Mil Reais,-,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40101,Amendoim (em casca)
226,6,Município,40,Mil Reais,-,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40102,Arroz (em casca)
227,6,Município,40,Mil Reais,-,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40103,Aveia (em grão)
228,6,Município,40,Mil Reais,-,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40131,Azeitona
229,6,Município,40,Mil Reais,333,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40136,Banana (cacho)
230,6,Município,40,Mil Reais,-,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40104,Batata-doce
231,6,Município,40,Mil Reais,-,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40105,Batata-inglesa
232,6,Município,40,Mil Reais,-,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40137,Borracha (látex coagulado)
233,6,Município,40,Mil Reais,...,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40468,Borracha (látex líquido)
234,6,Município,40,Mil Reais,-,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40138,Cacau (em amêndoa)
235,6,Município,40,Mil Reais,-,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40139,Café (em grão) Total
236,6,Município,40,Mil Reais,-,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40140,Café (em grão) Arábica
237,6,Município,40,Mil Reais,-,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40141,Café (em grão) Canephora
238,6,Município,40,Mil Reais,...,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40330,Caju
239,6,Município,40,Mil Reais,292,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40106,Cana-de-açúcar
240,6,Município,40,Mil Reais,...,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40331,Cana para forragem
241,6,Município,40,Mil Reais,-,2300309,Acopiara (CE),215,Valor da produção,2019,2019,40142,Caqui
