iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality
DZA,Africa,Algeria,2020-03-14,37.0,11.0,2.857,3.0,1.0,0.429,0.844,0.251,0.065,0.068,0.023,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-03-15,48.0,11.0,4.143,4.0,1.0,0.571,1.095,0.251,0.094,0.091,0.023,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-03-16,54.0,6.0,4.857,4.0,0.0,0.571,1.231,0.137,0.111,0.091,0.0,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.11,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-03-17,60.0,6.0,5.714,4.0,0.0,0.571,1.368,0.137,0.13,0.091,0.0,0.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-03-18,74.0,14.0,7.714,7.0,3.0,1.0,1.688,0.319,0.176,0.16,0.068,0.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-03-19,87.0,13.0,9.0,9.0,2.0,1.143,1.984,0.296,0.205,0.205,0.046,0.026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-03-20,90.0,3.0,9.143,11.0,2.0,1.286,2.052,0.068,0.208,0.251,0.046,0.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-03-21,139.0,49.0,14.571,15.0,4.0,1.714,3.17,1.117,0.332,0.342,0.091,0.039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-03-22,201.0,62.0,21.857,17.0,2.0,1.857,4.584,1.414,0.498,0.388,0.046,0.042,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.89,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-03-23,230.0,29.0,25.143,17.0,0.0,1.857,5.245,0.661,0.573,0.388,0.0,0.042,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-03-24,264.0,34.0,29.143,19.0,2.0,2.143,6.02,0.775,0.665,0.433,0.046,0.049,1.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-03-25,302.0,38.0,32.571,21.0,2.0,2.0,6.887,0.867,0.743,0.479,0.046,0.046,1.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-03-26,367.0,65.0,40.0,25.0,4.0,2.286,8.369,1.482,0.912,0.57,0.091,0.052,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-03-27,409.0,42.0,45.571,26.0,1.0,2.143,9.327,0.958,1.039,0.593,0.023,0.049,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-03-28,454.0,45.0,45.0,29.0,3.0,2.0,10.353,1.026,1.026,0.661,0.068,0.046,1.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-03-29,511.0,57.0,44.286,31.0,2.0,2.0,11.653,1.3,1.01,0.707,0.046,0.046,1.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-03-30,584.0,73.0,50.571,35.0,4.0,2.571,13.318,1.665,1.153,0.798,0.091,0.059,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.57,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-03-31,716.0,132.0,64.571,44.0,9.0,3.571,16.328,3.01,1.473,1.003,0.205,0.081,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.57,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-01,847.0,131.0,77.857,58.0,14.0,5.286,19.315,2.987,1.775,1.323,0.319,0.121,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.57,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-02,986.0,139.0,88.429,86.0,28.0,8.714,22.485,3.17,2.017,1.961,0.639,0.199,1.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.57,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-03,1171.0,185.0,108.857,105.0,19.0,11.286,26.704,4.219,2.482,2.394,0.433,0.257,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.57,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-04,1251.0,80.0,113.857,130.0,25.0,14.429,28.528,1.824,2.596,2.965,0.57,0.329,1.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.57,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-05,1320.0,69.0,115.571,152.0,22.0,17.286,30.102,1.574,2.636,3.466,0.502,0.394,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.57,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-06,1423.0,103.0,119.857,173.0,21.0,19.714,32.451,2.349,2.733,3.945,0.479,0.45,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.57,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-07,1468.0,45.0,107.429,193.0,20.0,21.286,33.477,1.026,2.45,4.401,0.456,0.485,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.57,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-08,1572.0,104.0,103.571,205.0,12.0,21.0,35.849,2.372,2.362,4.675,0.274,0.479,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.57,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-09,1666.0,94.0,97.143,235.0,30.0,21.286,37.992,2.144,2.215,5.359,0.684,0.485,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.57,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-10,1761.0,95.0,84.286,256.0,21.0,21.571,40.159,2.166,1.922,5.838,0.479,0.492,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.57,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-11,1825.0,64.0,82.0,275.0,19.0,20.714,41.618,1.459,1.87,6.271,0.433,0.472,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.57,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-12,1914.0,89.0,84.857,293.0,18.0,20.143,43.648,2.03,1.935,6.682,0.41,0.459,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.57,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-13,1983.0,69.0,80.0,313.0,20.0,20.0,45.221,1.574,1.824,7.138,0.456,0.456,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.57,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-14,2070.0,87.0,86.0,326.0,13.0,19.0,47.205,1.984,1.961,7.434,0.296,0.433,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.13,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-15,2160.0,90.0,84.0,336.0,10.0,18.714,49.258,2.052,1.916,7.662,0.228,0.427,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.13,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-16,2268.0,108.0,86.0,348.0,12.0,16.143,51.721,2.463,1.961,7.936,0.274,0.368,1.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.13,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-17,2418.0,150.0,93.857,364.0,16.0,15.429,55.141,3.421,2.14,8.301,0.365,0.352,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.13,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-18,2534.0,116.0,101.286,367.0,3.0,13.143,57.787,2.645,2.31,8.369,0.068,0.3,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.13,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-19,2629.0,95.0,102.143,375.0,8.0,11.714,59.953,2.166,2.329,8.552,0.182,0.267,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.13,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-20,2718.0,89.0,105.0,384.0,9.0,10.143,61.983,2.03,2.394,8.757,0.205,0.231,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.13,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-21,2811.0,93.0,105.857,392.0,8.0,9.429,64.103,2.121,2.414,8.939,0.182,0.215,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.13,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-22,2910.0,99.0,107.143,402.0,10.0,9.429,66.361,2.258,2.443,9.167,0.228,0.215,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.13,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-23,3007.0,97.0,105.571,407.0,5.0,8.429,68.573,2.212,2.408,9.281,0.114,0.192,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.13,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-24,3127.0,120.0,101.286,415.0,8.0,7.286,71.31,2.737,2.31,9.464,0.182,0.166,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-25,3256.0,129.0,103.143,419.0,4.0,7.429,74.251,2.942,2.352,9.555,0.091,0.169,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-26,3382.0,126.0,107.571,425.0,6.0,7.143,77.125,2.873,2.453,9.692,0.137,0.163,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-27,3517.0,135.0,114.143,432.0,7.0,6.857,80.203,3.079,2.603,9.852,0.16,0.156,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-28,3649.0,132.0,119.714,437.0,5.0,6.429,83.214,3.01,2.73,9.966,0.114,0.147,1.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-29,3848.0,199.0,134.0,444.0,7.0,6.0,87.752,4.538,3.056,10.125,0.16,0.137,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-04-30,4006.0,158.0,142.714,450.0,6.0,6.143,91.355,3.603,3.255,10.262,0.137,0.14,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-01,4154.0,148.0,146.714,453.0,3.0,5.429,94.73,3.375,3.346,10.33,0.068,0.124,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-02,4295.0,141.0,148.429,459.0,6.0,5.714,97.945,3.215,3.385,10.467,0.137,0.13,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-03,4474.0,179.0,156.0,463.0,4.0,5.429,102.027,4.082,3.557,10.558,0.091,0.124,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-04,4648.0,174.0,161.571,465.0,2.0,4.714,105.995,3.968,3.685,10.604,0.046,0.108,1.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-05,4838.0,190.0,169.857,470.0,5.0,4.714,110.328,4.333,3.874,10.718,0.114,0.108,1.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-06,4997.0,159.0,164.143,476.0,6.0,4.571,113.954,3.626,3.743,10.855,0.137,0.104,1.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-07,5182.0,185.0,168.0,483.0,7.0,4.714,118.173,4.219,3.831,11.015,0.16,0.108,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-08,5369.0,187.0,173.571,488.0,5.0,5.0,122.437,4.264,3.958,11.129,0.114,0.114,1.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-09,5558.0,189.0,180.429,494.0,6.0,5.0,126.747,4.31,4.115,11.265,0.137,0.114,1.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-10,5723.0,165.0,178.429,502.0,8.0,5.571,130.51,3.763,4.069,11.448,0.182,0.127,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-11,5891.0,168.0,177.571,507.0,5.0,6.0,134.341,3.831,4.049,11.562,0.114,0.137,1.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-12,6067.0,176.0,175.571,515.0,8.0,6.429,138.355,4.014,4.004,11.744,0.182,0.147,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-13,6253.0,186.0,179.429,522.0,7.0,6.571,142.596,4.242,4.092,11.904,0.16,0.15,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.96,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-14,6442.0,189.0,180.0,529.0,7.0,6.571,146.906,4.31,4.105,12.064,0.16,0.15,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-15,6629.0,187.0,180.0,536.0,7.0,6.857,151.171,4.264,4.105,12.223,0.16,0.156,1.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-16,6821.0,192.0,180.429,542.0,6.0,6.857,155.549,4.378,4.115,12.36,0.137,0.156,1.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-17,7019.0,198.0,185.143,548.0,6.0,6.571,160.065,4.515,4.222,12.497,0.137,0.15,1.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-18,7201.0,182.0,187.143,555.0,7.0,6.857,164.215,4.15,4.268,12.656,0.16,0.156,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-19,7377.0,176.0,187.143,561.0,6.0,6.571,168.229,4.014,4.268,12.793,0.137,0.15,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-20,7542.0,165.0,184.143,568.0,7.0,6.571,171.991,3.763,4.199,12.953,0.16,0.15,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-21,7728.0,186.0,183.714,575.0,7.0,6.571,176.233,4.242,4.19,13.113,0.16,0.15,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-22,7918.0,190.0,184.143,582.0,7.0,6.571,180.566,4.333,4.199,13.272,0.16,0.15,1.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-23,8113.0,195.0,184.571,592.0,10.0,7.143,185.013,4.447,4.209,13.5,0.228,0.163,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-24,8306.0,193.0,183.857,600.0,8.0,7.429,189.414,4.401,4.193,13.683,0.182,0.169,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-25,8503.0,197.0,186.0,609.0,9.0,7.714,193.906,4.492,4.242,13.888,0.205,0.176,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-26,8697.0,194.0,188.571,617.0,8.0,8.0,198.331,4.424,4.3,14.07,0.182,0.182,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-27,8857.0,160.0,187.857,623.0,6.0,7.857,201.979,3.649,4.284,14.207,0.137,0.179,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-28,8997.0,140.0,181.286,630.0,7.0,7.857,205.172,3.193,4.134,14.367,0.16,0.179,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-29,9134.0,137.0,173.714,638.0,8.0,8.0,208.296,3.124,3.961,14.549,0.182,0.182,0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-30,9267.0,133.0,164.857,646.0,8.0,7.714,211.329,3.033,3.759,14.732,0.182,0.176,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
DZA,Africa,Algeria,2020-05-31,9394.0,127.0,155.429,653.0,7.0,7.571,214.225,2.896,3.544,14.891,0.16,0.173,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.85,43851043.0,17.348,29.1,6.211,3.857,13913.839,0.5,278.364,6.73,0.7,30.4,83.741,1.9,76.88,0.748,
